"","seq","methyl_pos","methyl_n"
"185","ZF_NC_007112.7_1746237:1747301","1746737,1746744,1746801",3
"186","ZF_NC_007112.7_1754126:1755201","1754626,1754659,1754691,1754701",4
"187","ZF_NC_007112.7_1791246:1792331","1791746,1791752,1791756,1791759,1791792,1791795,1791801,1791831",8
"188","ZF_NC_007112.7_1794643:1795643","1795143",1
"189","ZF_NC_007112.7_1811770:1812770","1812270",1
"190","ZF_NC_007112.7_1814521:1815589","1815021,1815089",2
"191","ZF_NC_007112.7_1820067:1821076","1820567,1820576",2
"192","ZF_NC_007112.7_1924299:1925390","1924799,1924838,1924853,1924888,1924890",5
"193","ZF_NC_007112.7_1940857:1941857","1941357",1
"194","ZF_NC_007112.7_1948595:1949705","1949095,1949118,1949145,1949159,1949205",5
"195","ZF_NC_007112.7_1952083:1953138","1952583,1952589,1952595,1952599,1952601,1952607,1952614,1952625,1952638",9
"196","ZF_NC_007112.7_1954837:1955837","1955337",1
"197","ZF_NC_007112.7_1956842:1957963","1957342,1957370,1957374,1957379,1957389,1957404,1957417,1957438,1957455,1957463",10
"198","ZF_NC_007112.7_1970485:1971485","1970985",1
"199","ZF_NC_007112.7_1974580:1975870","1975080,1975116,1975121,1975129,1975134,1975151,1975292,1975315,1975331,1975368,1975370",11
"200","ZF_NC_007112.7_1976312:1977312","1976812",1
"201","ZF_NC_007112.7_1977767:1978788","1978267,1978281,1978288",3
"202","ZF_NC_007112.7_1983637:1984647","1984137,1984139,1984147",3
"203","ZF_NC_007112.7_1988901:1989957","1989401,1989444,1989452,1989457",4
"204","ZF_NC_007112.7_2016744:2017744","2017244",1
"205","ZF_NC_007112.7_2025415:2027065","2025915,2025918,2025952,2025966,2026503,2026551,2026565",7
"206","ZF_NC_007112.7_2035092:2036146","2035592,2035621,2035646",3
"207","ZF_NC_007112.7_2037046:2038311","2037546,2037557,2037576,2037787,2037811",5
"208","ZF_NC_007112.7_2063274:2064327","2063774,2063801,2063827",3
"209","ZF_NC_007112.7_2092156:2093361","2092656,2092711,2092716,2092719,2092727,2092735,2092754,2092762,2092766,2092772,2092778,2092788,2092832,2092838,2092840,2092843,2092850,2092861",18
"210","ZF_NC_007112.7_2093808:2095033","2094308,2094337,2094533",3
"211","ZF_NC_007112.7_2097810:2099083","2098310,2098358,2098408,2098578,2098583",5
"212","ZF_NC_007112.7_2118529:2119529","2119029",1
"213","ZF_NC_007112.7_2139192:2140224","2139692,2139724",2
"214","ZF_NC_007112.7_2150221:2151267","2150721,2150767",2
"215","ZF_NC_007112.7_2154696:2155803","2155196,2155216,2155222,2155232,2155244,2155263,2155287,2155303",8
"216","ZF_NC_007112.7_2178326:2180389","2178826,2178831,2178871,2179818,2179843,2179872,2179889",7
"217","ZF_NC_007112.7_2182729:2183761","2183229,2183261",2
"218","ZF_NC_007112.7_2185458:2186458","2185958",1
"219","ZF_NC_007112.7_2227773:2229069","2228273,2228284,2228289,2228299,2228334,2228337,2228354,2228361,2228533,2228544,2228549,2228561,2228569",13
"220","ZF_NC_007112.7_2263060:2265040","2263560,2263574,2263647,2263663,2263669,2263679,2263685,2263692,2263706,2263715,2263744,2263747,2264460,2264466,2264475,2264515,2264524,2264540",18
"221","ZF_NC_007112.7_2294054:2295064","2294554,2294558,2294564",3
"222","ZF_NC_007112.7_2298635:2299724","2299135,2299179,2299190,2299194,2299224",5
"223","ZF_NC_007112.7_2306285:2308198","2306785,2306795,2306808,2306810,2306845,2307624,2307676,2307698",8
"224","ZF_NC_007112.7_2326061:2327130","2326561,2326615,2326630",3
"225","ZF_NC_007112.7_2364232:2365436","2364732,2364788,2364909,2364911,2364914,2364927,2364936",7
"226","ZF_NC_007112.7_2381529:2382529","2382029",1
"227","ZF_NC_007112.7_2390555:2392182","2391055,2391634,2391682",3
"228","ZF_NC_007112.7_2402497:2403523","2402997,2403020,2403023",3
"229","ZF_NC_007112.7_2409776:2410846","2410276,2410329,2410340,2410346",4
"230","ZF_NC_007112.7_2468098:2469098","2468598",1
"231","ZF_NC_007112.7_2484861:2485917","2485361,2485369,2485417",3
"232","ZF_NC_007112.7_2495459:2496531","2495959,2495988,2495996,2496003,2496027,2496031",6
"233","ZF_NC_007112.7_2497646:2498824","2498146,2498157,2498160,2498169,2498187,2498194,2498199,2498211,2498284,2498291,2498324",11
"234","ZF_NC_007112.7_2509615:2511724","2510115,2510144,2510149,2510157,2510174,2510185,2511175,2511188,2511224",9
"235","ZF_NC_007112.7_2524261:2525278","2524761,2524778",2
"236","ZF_NC_007112.7_2528143:2529152","2528643,2528652",2
"237","ZF_NC_007112.7_2534338:2535392","2534838,2534856,2534876,2534892",4
"238","ZF_NC_007112.7_2540734:2541734","2541234",1
"239","ZF_NC_007112.7_2542530:2543546","2543030,2543039,2543046",3
"240","ZF_NC_007112.7_2545659:2546719","2546159,2546182,2546193,2546197,2546219",5
"241","ZF_NC_007112.7_2552111:2553128","2552611,2552628",2
"242","ZF_NC_007112.7_2563062:2564069","2563562,2563564,2563569",3
"243","ZF_NC_007112.7_2577155:2578207","2577655,2577707",2
"244","ZF_NC_007112.7_2579062:2580062","2579562",1
"245","ZF_NC_007112.7_2602620:2603696","2603120,2603143,2603156,2603161,2603166,2603179,2603185,2603196",8
"246","ZF_NC_007112.7_2635770:2636774","2636270,2636274",2
"247","ZF_NC_007112.7_2638006:2639053","2638506,2638520,2638535,2638548,2638553",5
"248","ZF_NC_007112.7_2656004:2657158","2656504,2656542,2656587,2656590,2656620,2656658",6
"249","ZF_NC_007112.7_2658596:2659825","2659096,2659101,2659150,2659283,2659288,2659319,2659325",7
"250","ZF_NC_007112.7_2666741:2667781","2667241,2667245,2667273,2667281",4
"251","ZF_NC_007112.7_2687125:2688218","2687625,2687718",2
"252","ZF_NC_007112.7_2712555:2713637","2713055,2713137",2
"253","ZF_NC_007112.7_2745139:2746692","2745639,2745691,2746192",3
"254","ZF_NC_007112.7_2748384:2749384","2748884",1
"255","ZF_NC_007112.7_2754671:2755751","2755171,2755213,2755224,2755242,2755249,2755251",6
"256","ZF_NC_007112.7_2760612:2761658","2761112,2761152,2761158",3
"257","ZF_NC_007112.7_2765709:2766718","2766209,2766213,2766218",3
"258","ZF_NC_007112.7_2818007:2819012","2818507,2818512",2
"259","ZF_NC_007112.7_2822796:2823837","2823296,2823309,2823311,2823337",4
"260","ZF_NC_007112.7_2835791:2836823","2836291,2836323",2
"261","ZF_NC_007112.7_2841530:2842530","2842030",1
"262","ZF_NC_007112.7_2845171:2846264","2845671,2845677,2845726,2845764",4
"263","ZF_NC_007112.7_2899480:2900569","2899980,2899988,2899994,2900003,2900040,2900050,2900060,2900069",8
"264","ZF_NC_007112.7_2911512:2912567","2912012,2912064,2912067",3
"265","ZF_NC_007112.7_2913313:2914405","2913813,2913826,2913828,2913831,2913833,2913842,2913851,2913898,2913900,2913905",10
"266","ZF_NC_007112.7_2956605:2957644","2957105,2957130,2957134,2957138,2957144",5
"267","ZF_NC_007112.7_2970833:2971855","2971333,2971355",2
"268","ZF_NC_007112.7_2983730:2984754","2984230,2984254",2
"269","ZF_NC_007112.7_2991693:2992713","2992193,2992213",2
"270","ZF_NC_007112.7_2998404:2999404","2998904",1
"271","ZF_NC_007112.7_3043610:3044662","3044110,3044125,3044159,3044162",4
"272","ZF_NC_007112.7_3045640:3046699","3046140,3046147,3046153,3046169,3046185,3046199",6
"273","ZF_NC_007112.7_3047178:3048178","3047678",1
"274","ZF_NC_007112.7_3056946:3058370","3057446,3057464,3057468,3057475,3057481,3057483,3057485,3057488,3057492,3057494,3057498,3057509,3057511,3057513,3057521,3057524,3057542,3057586,3057787,3057792,3057798,3057803,3057817,3057835,3057858,3057863,3057866,3057870",28
"275","ZF_NC_007112.7_3073093:3074093","3073593",1
"276","ZF_NC_007112.7_3085230:3086230","3085730",1
"277","ZF_NC_007112.7_3087023:3088101","3087523,3087549,3087551,3087601",4
"278","ZF_NC_007112.7_3091902:3092948","3092402,3092405,3092415,3092448",4
"279","ZF_NC_007112.7_3099627:3100631","3100127,3100131",2
"280","ZF_NC_007112.7_3102383:3104259","3102883,3102970,3103024,3103695,3103698,3103705,3103708,3103713,3103726,3103731,3103759",11
"281","ZF_NC_007112.7_3105512:3106700","3106012,3106103,3106200",3
"282","ZF_NC_007112.7_3127320:3128525","3127820,3127935,3127942,3127971,3127982,3128025",6
"283","ZF_NC_007112.7_3138391:3139486","3138891,3138960,3138986",3
"284","ZF_NC_007112.7_3147273:3148314","3147773,3147796,3147814",3
"285","ZF_NC_007112.7_3149945:3151450","3150445,3150591,3150603,3150612,3150614,3150616,3150667,3150672,3150933,3150939,3150950",11
"286","ZF_NC_007112.7_3153343:3154414","3153843,3153848,3153886,3153888,3153914",5
"287","ZF_NC_007112.7_3157014:3158014","3157514",1
"288","ZF_NC_007112.7_3200290:3201579","3200790,3200855,3201079",3
"289","ZF_NC_007112.7_3202301:3203380","3202801,3202819,3202848,3202871,3202874,3202877,3202880",7
"290","ZF_NC_007112.7_3206714:3207714","3207214",1
"291","ZF_NC_007112.7_3211231:3212231","3211731",1
"292","ZF_NC_007112.7_3213843:3214859","3214343,3214359",2
"293","ZF_NC_007112.7_3216107:3217339","3216607,3216751,3216753,3216774,3216792,3216800,3216810,3216830,3216839",9
"294","ZF_NC_007112.7_3226720:3227787","3227220,3227241,3227287",3
"295","ZF_NC_007112.7_3247019:3248086","3247519,3247529,3247545,3247556,3247586",5
"296","ZF_NC_007112.7_3265477:3266477","3265977",1
"297","ZF_NC_007112.7_3267577:3268876","3268077,3268376",2
"298","ZF_NC_007112.7_3272226:3273295","3272726,3272741,3272743,3272795",4
"299","ZF_NC_007112.7_3281322:3282372","3281822,3281839,3281842,3281872",4
"300","ZF_NC_007112.7_3296937:3297954","3297437,3297454",2
"301","ZF_NC_007112.7_3308077:3309509","3308577,3309009",2
"302","ZF_NC_007112.7_3317271:3318610","3317771,3317822,3318032,3318083,3318085,3318110",6
"303","ZF_NC_007112.7_3322018:3323018","3322518",1
"304","ZF_NC_007112.7_3326578:3327578","3327078",1
"305","ZF_NC_007112.7_3330004:3331089","3330504,3330589",2
"306","ZF_NC_007112.7_3335544:3336997","3336044,3336101,3336107,3336110,3336113,3336175,3336226,3336248,3336250,3336260,3336405,3336407,3336421,3336436,3336454,3336456,3336469,3336471,3336478,3336482,3336489,3336497",22
"307","ZF_NC_007112.7_3337319:3338323","3337819,3337823",2
"308","ZF_NC_007112.7_3339261:3340366","3339761,3339845,3339848,3339866",4
"309","ZF_NC_007112.7_3342932:3343938","3343432,3343435,3343438",3
"310","ZF_NC_007112.7_3352576:3353716","3353076,3353102,3353118,3353121,3353129,3353151,3353162,3353216",8
"311","ZF_NC_007112.7_3354179:3355231","3354679,3354731",2
"312","ZF_NC_007112.7_3364157:3365580","3364657,3364983,3365023,3365038,3365080",5
"313","ZF_NC_007112.7_3368719:3370028","3369219,3369226,3369228,3369243,3369247,3369251,3369256,3369269,3369272,3369290,3369299,3369453,3369482,3369489,3369502,3369510,3369513,3369520,3369526,3369528",20
"314","ZF_NC_007112.7_3373739:3374803","3374239,3374273,3374281,3374283,3374303",5
"315","ZF_NC_007112.7_3377869:3378869","3378369",1
"316","ZF_NC_007112.7_3382218:3383224","3382718,3382724",2
"317","ZF_NC_007112.7_3383646:3384970","3384146,3384172,3384174,3384224,3384397,3384399,3384417,3384424,3384434,3384444,3384454,3384458,3384470",13
"318","ZF_NC_007112.7_3385147:3386665","3385647,3385657,3385661,3385669,3385676,3385683,3385685,3385693,3385702,3385710,3385712,3385721,3385724,3385983,3386010,3386018,3386021,3386026,3386040,3386058,3386115,3386120,3386141,3386149,3386163,3386165",26
"319","ZF_NC_007112.7_3386810:3387832","3387310,3387332",2
"320","ZF_NC_007112.7_3398355:3399396","3398855,3398865,3398891,3398896",4
"321","ZF_NC_007112.7_3400140:3401358","3400640,3400678,3400686,3400694,3400744,3400752,3400786,3400790,3400858",9
"322","ZF_NC_007112.7_3404774:3405779","3405274,3405277,3405279",3
"323","ZF_NC_007112.7_3406308:3409442","3406808,3406850,3406858,3406864,3406872,3406879,3407594,3407611,3407630,3407640,3407659,3407670,3407676,3407811,3407832,3407854,3407867,3407883,3407888,3408791,3408799,3408805,3408852,3408860,3408890,3408914,3408942",27
"324","ZF_NC_007112.7_3409942:3410942","3410442",1
"325","ZF_NC_007112.7_3428174:3430575","3428674,3428706,3429258,3429287,3429313,3429344,3429350,3429355,3429393,3429403,3429409,3429412,3429420,3429428,3429437,3429463,3429501,3429522,3429530,3429566,3429574,3430075",22
"326","ZF_NC_007112.7_3432259:3433423","3432759,3432767,3432779,3432790,3432811,3432842,3432854,3432863,3432867,3432876,3432893,3432896,3432900,3432902,3432921,3432923",16
"327","ZF_NC_007112.7_3435765:3436848","3436265,3436270,3436273,3436286,3436313,3436330,3436341,3436348",8
"328","ZF_NC_007112.7_3443539:3444583","3444039,3444060,3444083",3
"329","ZF_NC_007112.7_3454562:3455626","3455062,3455083,3455094,3455126",4
"330","ZF_NC_007112.7_3463842:3464903","3464342,3464372,3464388,3464395,3464403",5
"331","ZF_NC_007112.7_3479057:3480072","3479557,3479572",2
"332","ZF_NC_007112.7_3483900:3484940","3484400,3484404,3484416,3484440",4
