"","seq","methyl_pos","methyl_n"
"30","AC_1_4524671:4525677","4525171,4525177",2
"31","AC_1_4566638:4567752","4567138,4567157,4567168,4567198,4567205,4567229,4567252",7
"32","AC_1_4587156:4588263","4587656,4587684,4587686,4587700,4587763",5
"33","AC_1_4734349:4735355","4734849,4734855",2
"34","AC_1_4753570:4754664","4754070,4754143,4754156,4754164",4
"35","AC_1_4861467:4862564","4861967,4861969,4861978,4862018,4862020,4862064",6
"36","AC_1_4881010:4882097","4881510,4881534,4881597",3
"37","AC_1_4951074:4952198","4951574,4951578,4951588,4951596,4951601,4951606,4951629,4951632,4951634,4951654,4951659,4951674,4951687,4951698",14
"38","AC_1_5355369:5356379","5355869,5355877,5355879",3
"39","AC_1_5501412:5502481","5501912,5501957,5501969,5501979,5501981",5
"40","AC_1_5625405:5626405","5625905",1
"41","AC_1_5649586:5650676","5650086,5650089,5650119,5650153,5650176",5
"42","AC_1_5657244:5658244","5657744",1
"43","AC_1_5665127:5666197","5665627,5665656,5665697",3
"44","AC_1_5791886:5793007","5792386,5792438,5792487,5792500,5792507",5
"45","AC_1_5811956:5812975","5812456,5812475",2
"46","AC_1_5817725:5818853","5818225,5818252,5818262,5818268,5818277,5818282,5818322,5818334,5818346,5818353",10
"47","AC_1_5876934:5878005","5877434,5877437,5877446,5877471,5877505",5
"48","AC_1_5920579:5921579","5921079",1
"49","AC_1_5930155:5931155","5930655",1
"50","AC_1_5976043:5977064","5976543,5976564",2
"51","AC_1_5997232:5998238","5997732,5997736,5997738",3
"52","AC_1_6137472:6138566","6137972,6137986,6137988,6137998,6138054,6138066",6
"53","AC_1_6425078:6426152","6425578,6425600,6425623,6425639,6425652",5
"54","AC_1_6472784:6473883","6473284,6473311,6473320,6473354,6473359,6473373,6473380,6473383",8
"55","AC_1_6537894:6538894","6538394",1
"56","AC_1_6665553:6666623","6666053,6666075,6666090,6666101,6666108,6666112,6666123",7
"57","AC_1_6667631:6668719","6668131,6668147,6668163,6668200,6668211,6668217,6668219",7
"58","AC_1_6749996:6751926","6750496,6750509,6750514,6750542,6750562,6750565,6750602,6750614,6751313,6751323,6751398,6751426",12
"59","AC_1_6921207:6922322","6921707,6921710,6921716,6921727,6921739,6921765,6921778,6921811,6921814,6921822",10
"60","AC_1_7133989:7135102","7134489,7134518,7134555,7134580,7134583,7134595,7134599,7134602",8
"61","AC_1_7370748:7371756","7371248,7371256",2
"62","AC_1_7508066:7509126","7508566,7508586,7508602,7508626",4
"63","AC_1_7694819:7695918","7695319,7695325,7695338,7695352,7695361,7695363,7695392,7695394,7695402,7695412,7695418",11
"64","AC_1_7727932:7729033","7728432,7728446,7728533",3
"65","AC_1_7801516:7802574","7802016,7802024,7802038,7802047,7802074",5
"66","AC_1_7868217:7869320","7868717,7868737,7868753,7868769,7868785,7868801,7868820",7
"67","AC_1_8011147:8012147","8011647",1
"68","AC_1_8033005:8034116","8033505,8033527,8033541,8033548,8033556,8033569,8033604,8033607,8033616",9
"69","AC_1_8060292:8061347","8060792,8060843,8060847",3
"70","AC_1_8068380:8069471","8068880,8068894,8068912,8068936,8068963,8068971",6
"71","AC_1_8178809:8179927","8179309,8179317,8179331,8179337,8179358,8179363,8179369,8179391,8179413,8179427",10
"72","AC_1_8221588:8223559","8222088,8222113,8222192,8222200,8222211,8222950,8222960,8222992,8222998,8223013,8223059",11
"73","AC_1_8253432:8254452","8253932,8253949,8253952",3
"74","AC_1_8276296:8277296","8276796",1
"75","AC_1_8326910:8327975","8327410,8327416,8327431,8327475",4
"76","AC_1_8578668:8579739","8579168,8579173,8579178,8579182,8579209,8579233,8579239",7
"77","AC_1_8609198:8610259","8609698,8609702,8609759",3
"78","AC_1_8690812:8691928","8691312,8691323,8691331,8691348,8691364,8691371,8691390,8691419,8691425,8691428",10
"79","AC_1_8726121:8727192","8726621,8726655,8726681,8726692",4
"80","AC_1_8804816:8805935","8805316,8805324,8805356,8805361,8805391,8805435",6
"81","AC_1_8870712:8871825","8871212,8871232,8871242,8871247,8871261,8871270,8871278,8871294,8871301,8871303,8871325",11
"82","AC_1_9020566:9021613","9021066,9021080,9021084,9021088,9021092,9021096,9021113",7
"83","AC_1_9467423:9468542","9467923,9467928,9467934,9467943,9467957,9467997,9468001,9468031,9468033,9468042",10
"84","AC_1_9490529:9491645","9491029,9491076,9491105,9491108,9491145",5
"85","AC_1_9584813:9585871","9585313,9585344,9585363,9585371",4
"86","AC_1_9699196:9700296","9699696,9699741,9699757,9699785,9699796",5
"87","AC_1_9850680:9851794","9851180,9851184,9851210,9851216,9851228,9851237,9851243,9851255,9851270,9851291,9851294",11
"88","AC_1_9874928:9876050","9875428,9875431,9875467,9875499,9875525,9875535,9875550",7
"89","AC_1_10077189:10078316","10077689,10077729,10077737,10077781,10077784,10077816",6
"90","AC_1_10085056:10086161","10085556,10085592,10085602,10085644,10085661",5
"91","AC_1_10105091:10106199","10105591,10105597,10105603,10105619,10105627,10105646,10105658,10105694,10105699",9
"92","AC_1_10241916:10243026","10242416,10242420,10242474,10242481,10242483,10242511,10242514,10242526",8
"93","AC_1_10253050:10254168","10253550,10253561,10253565,10253567,10253570,10253575,10253582,10253585,10253596,10253602,10253623,10253630,10253646,10253648,10253668",15
"94","AC_1_10256197:10257305","10256697,10256699,10256728,10256732,10256773,10256805",6
"95","AC_1_10481093:10482206","10481593,10481606,10481615,10481673,10481675,10481692,10481702,10481706",8
"96","AC_1_10501466:10503202","10501966,10501978,10501989,10502029,10502044,10502583,10502588,10502591,10502594,10502619,10502660,10502663,10502665,10502670,10502702",15
"97","AC_1_10528325:10529357","10528825,10528835,10528857",3
"98","AC_1_10557835:10558904","10558335,10558365,10558377,10558386,10558404",5
"99","AC_1_10595149:10596278","10595649,10595652,10595678,10595682,10595688,10595709,10595717,10595737,10595745,10595769,10595774,10595778",12
"100","AC_1_10634445:10635571","10634945,10634952,10634958,10634975,10634980,10634984,10634986,10634997,10635013,10635040,10635071",11
"101","AC_1_10656979:10657979","10657479",1
"102","AC_1_10680723:10681761","10681223,10681261",2
"103","AC_1_10712953:10713999","10713453,10713460,10713464,10713473,10713482,10713490,10713499",7
"104","AC_1_10767531:10768604","10768031,10768055,10768077,10768086,10768104",5
"105","AC_1_10904073:10905172","10904573,10904575,10904672",3
"106","AC_1_10951347:10952454","10951847,10951852,10951856,10951883,10951913,10951923,10951930,10951949,10951954",9
"107","AC_1_11017005:11018122","11017505,11017518,11017529,11017595,11017622",5
"108","AC_1_11028237:11029246","11028737,11028746",2
"109","AC_1_11033519:11034519","11034019",1
"110","AC_1_11108491:11109597","11108991,11108993,11109008,11109028,11109040,11109043,11109049,11109053,11109080,11109088,11109097",11
"111","AC_1_11280954:11281954","11281454",1
"112","AC_1_11294481:11295592","11294981,11295026,11295092",3
"113","AC_1_11572506:11573604","11573006,11573104",2
"114","AC_1_11681630:11682680","11682130,11682180",2
"115","AC_1_11775874:11776979","11776374,11776467,11776473,11776476,11776479",5
"116","AC_1_11810032:11811096","11810532,11810596",2
"117","AC_1_11948030:11949056","11948530,11948549,11948556",3
"118","AC_1_12119154:12120270","12119654,12119675,12119692,12119697,12119702,12119709,12119730,12119739,12119741,12119759,12119770",11
"119","AC_1_12148573:12149675","12149073,12149083,12149085,12149095,12149098,12149121,12149123,12149139,12149148,12149163,12149175",11
"120","AC_1_12687128:12688220","12687628,12687640,12687645,12687673,12687709,12687720",6
"121","AC_1_12764542:12765646","12765042,12765048,12765078,12765110,12765146",5
"122","AC_1_12851928:12853033","12852428,12852434,12852446,12852490,12852520,12852523,12852531,12852533",8
"123","AC_1_12911078:12912161","12911578,12911594,12911661",3
"124","AC_1_13052069:13053128","13052569,13052602,13052604,13052610,13052619,13052623,13052628",7
"125","AC_1_13053962:13055024","13054462,13054476,13054502,13054524",4
"126","AC_1_13175725:13176811","13176225,13176229,13176241,13176258,13176289,13176292,13176295,13176300,13176311",9
"127","AC_1_13200782:13202699","13201282,13201288,13201317,13201353,13201359,13201396,13202199",7
"128","AC_1_13232151:13233254","13232651,13232701,13232746,13232754",4
"129","AC_1_13774797:13775869","13775297,13775323,13775369",3
"130","AC_1_13971024:13972118","13971524,13971561,13971564,13971569,13971618",5
"131","AC_1_14022450:14023556","14022950,14022979,14023015,14023056",4
"132","AC_1_14070511:14071579","14071011,14071053,14071062,14071075,14071079",5
"133","AC_1_14101304:14102344","14101804,14101844",2
"134","AC_1_14202965:14204019","14203465,14203488,14203519",3
"135","AC_1_14251208:14252287","14251708,14251718,14251758,14251764,14251768,14251781,14251787",7
"136","AC_1_14279969:14281044","14280469,14280490,14280522,14280532,14280544",5
"137","AC_1_14281357:14282455","14281857,14281897,14281899,14281907,14281918,14281955",6
"138","AC_1_14290381:14291469","14290881,14290919,14290925,14290938,14290949,14290969",6
"139","AC_1_14319760:14320760","14320260",1
"140","AC_1_14552655:14553766","14553155,14553186,14553193,14553196,14553200,14553226,14553243,14553249,14553259,14553266",10
"141","AC_1_14643071:14644157","14643571,14643580,14643584,14643657",4
"142","AC_1_14807189:14808284","14807689,14807753,14807769,14807781,14807784",5
"143","AC_1_14888842:14889960","14889342,14889349,14889360,14889372,14889390,14889411,14889414,14889422,14889426,14889432,14889435,14889460",12
"144","AC_1_14891856:14892958","14892356,14892368,14892386,14892398,14892402,14892408,14892449,14892458",8
"145","AC_1_14895192:14896296","14895692,14895709,14895721,14895726,14895736,14895742,14895745,14895748,14895763,14895780,14895782,14895796",12
"146","AC_1_14973056:14974155","14973556,14973566,14973574,14973592,14973600,14973625,14973653,14973655",8
"147","AC_1_15006757:15007788","15007257,15007262,15007271,15007288",4
"148","AC_1_15014690:15015808","15015190,15015196,15015201,15015213,15015217,15015222,15015236,15015240,15015256,15015264,15015275,15015297,15015308",13
"149","AC_1_15119241:15120290","15119741,15119758,15119768,15119780,15119786,15119790",6
"150","AC_1_15151739:15152843","15152239,15152343",2
"151","AC_1_15185175:15186284","15185675,15185736,15185738,15185740,15185744,15185756,15185772,15185780,15185784",9
"152","AC_1_15257017:15258131","15257517,15257563,15257566,15257595,15257605,15257628,15257631",7
"153","AC_1_15321528:15322626","15322028,15322047,15322077,15322082,15322087,15322096,15322099,15322105,15322110,15322123,15322126",11
"154","AC_1_15409373:15410430","15409873,15409906,15409909,15409912,15409930",5
"155","AC_1_15470242:15471368","15470742,15470746,15470781,15470804,15470817,15470868",6
"156","AC_1_15608488:15609535","15608988,15609009,15609035",3
"157","AC_1_15610821:15611940","15611321,15611347,15611352,15611365,15611367,15611380,15611388,15611395,15611404,15611407,15611412,15611422,15611427,15611440",14
"158","AC_1_15985297:15986410","15985797,15985833,15985841,15985859,15985899,15985902,15985910",7
"159","AC_1_15996331:15997411","15996831,15996869,15996911",3
"160","AC_1_16012232:16013308","16012732,16012735,16012772,16012775,16012808",5
"161","AC_1_16052225:16053225","16052725",1
"162","AC_1_16078635:16079703","16079135,16079153,16079163,16079203",4
"163","AC_1_16115883:16116988","16116383,16116389,16116394,16116419,16116425,16116464,16116467,16116476,16116479,16116488",10
"164","AC_1_16187304:16188379","16187804,16187879",2
"165","AC_1_16252920:16254019","16253420,16253470,16253473,16253516,16253519",5
"166","AC_1_16289370:16290463","16289870,16289874,16289911,16289932,16289936,16289956,16289963",7
"167","AC_1_16411955:16412980","16412455,16412480",2
"168","AC_1_16469962:16471008","16470462,16470466,16470508",3
"169","AC_1_16666169:16667223","16666669,16666671,16666721,16666723",4
"170","AC_1_16718454:16719464","16718954,16718964",2
"171","AC_1_16752376:16753497","16752876,16752897,16752915,16752919,16752924,16752926,16752928,16752955,16752977,16752988,16752993,16752997",12
"172","AC_1_16832458:16833555","16832958,16832964,16832996,16833055",4
"173","AC_1_16891092:16892155","16891592,16891598,16891604,16891617,16891625,16891628,16891640,16891642,16891650,16891655",10
"174","AC_1_16904223:16905327","16904723,16904753,16904827",3
"175","AC_1_16971571:16972691","16972071,16972074,16972089,16972122,16972131,16972133,16972161,16972166,16972168,16972181,16972191",11
"176","AC_1_17174077:17175195","17174577,17174609,17174624,17174646,17174656,17174661,17174682,17174695",8
"177","AC_1_17200890:17202003","17201390,17201400,17201405,17201421,17201424,17201445,17201455,17201475,17201484,17201487,17201490,17201492,17201503",13
"178","AC_1_17343104:17344104","17343604",1
"179","AC_1_17612944:17614067","17613444,17613503,17613567",3
"180","AC_1_17914745:17915812","17915245,17915263,17915284,17915289,17915301,17915312",6
"181","AC_1_18154774:18155823","18155274,18155295,18155313,18155315,18155323",5
"182","AC_1_18227608:18228695","18228108,18228124,18228142,18228182,18228195",5
"183","AC_1_18359475:18360580","18359975,18360022,18360041,18360057,18360068,18360075,18360080",7
"184","AC_1_18388053:18389113","18388553,18388581,18388602,18388609,18388613",5
"185","AC_1_18491149:18492276","18491649,18491659,18491673,18491681,18491686,18491714,18491729,18491739,18491762,18491767,18491770,18491773,18491776",13
"186","AC_1_18559480:18560580","18559980,18559983,18559996,18560006,18560051,18560056,18560078,18560080",8
"187","AC_1_18586233:18587326","18586733,18586760,18586768,18586770,18586780,18586802,18586810,18586814,18586820,18586826",10
"188","AC_1_18873710:18874834","18874210,18874231,18874264,18874276,18874278,18874286,18874304,18874306,18874309,18874313,18874334",11
"189","AC_1_18878076:18879174","18878576,18878674",2
"190","AC_1_18887660:18888735","18888160,18888210,18888222,18888228,18888235",5
"191","AC_1_18997499:18998590","18997999,18998015,18998090",3
"192","AC_1_19201127:19202239","19201627,19201630,19201691,19201729,19201731,19201734,19201739",7
"193","AC_1_19251719:19252839","19252219,19252255,19252285,19252315,19252327,19252336,19252339",7
"194","AC_1_19314047:19315176","19314547,19314563,19314580,19314593,19314608,19314646,19314661,19314676",8
"195","AC_1_19630363:19631491","19630863,19630922,19630934,19630940,19630955,19630968,19630976,19630983,19630991",9
"196","AC_1_19652953:19654061","19653453,19653462,19653465,19653474,19653478,19653486,19653498,19653506,19653525,19653529,19653552,19653555,19653561",13
"197","AC_1_19842205:19843325","19842705,19842711,19842715,19842721,19842727,19842756,19842761,19842806,19842809,19842821,19842825",11
"198","AC_1_19862752:19863866","19863252,19863264,19863276,19863280,19863288,19863300,19863312,19863324,19863354,19863366",10
"199","AC_1_19986627:19987720","19987127,19987137,19987167,19987180,19987188,19987198,19987205,19987207,19987209,19987211,19987214,19987220",12
"200","AC_1_19990305:19991351","19990805,19990851",2
"201","AC_1_20040426:20041429","20040926,20040929",2
"202","AC_1_20291242:20292346","20291742,20291746,20291754,20291758,20291762,20291807,20291811,20291820,20291823,20291840,20291846",11
"203","AC_1_20342811:20343886","20343311,20343339,20343351,20343386",4
"204","AC_1_20610524:20611527","20611024,20611027",2
"205","AC_1_20689637:20690756","20690137,20690142,20690163,20690169,20690178,20690186,20690200,20690215,20690249,20690256",10
"206","AC_1_20691896:20693010","20692396,20692402,20692415,20692423,20692426,20692433,20692461,20692468,20692477,20692508,20692510",11
"207","AC_1_20810528:20811633","20811028,20811133",2
"208","AC_1_21066581:21067712","21067081,21067086,21067094,21067099,21067102,21067105,21067108,21067112,21067114,21067120,21067130,21067140,21067145,21067148,21067158,21067163,21067171,21067187,21067190,21067193,21067200,21067212",22
"209","AC_1_21220761:21221873","21221261,21221288,21221350,21221373",4
"210","AC_1_21228708:21229803","21229208,21229237,21229303",3
"211","AC_1_21550921:21552019","21551421,21551427,21551447,21551457,21551465,21551488,21551509,21551519",8
"212","AC_1_21598662:21599757","21599162,21599251,21599257",3
"213","AC_1_21604750:21605846","21605250,21605264,21605307,21605317,21605346",5
"214","AC_1_22192814:22193883","22193314,22193318,22193339,22193344,22193383",5
"215","AC_1_22203032:22204141","22203532,22203575,22203641",3
"216","AC_1_22222750:22223877","22223250,22223256,22223268,22223286,22223292,22223304,22223345,22223377",8
"217","AC_1_22282892:22284006","22283392,22283471,22283474,22283506",4
"218","AC_1_22284331:22285393","22284831,22284862,22284893",3
"219","AC_1_22293814:22294905","22294314,22294391,22294405",3
"220","AC_1_22346043:22347089","22346543,22346550,22346589",3
"221","AC_1_22392612:22393620","22393112,22393120",2
"222","AC_1_22417679:22418745","22418179,22418245",2
"223","AC_1_22499703:22500761","22500203,22500216,22500261",3
"224","AC_1_22508060:22509097","22508560,22508581,22508583,22508589,22508597",5
"225","AC_1_22527113:22528130","22527613,22527630",2
"226","AC_1_22629016:22630121","22629516,22629539,22629541,22629600,22629621",5
"227","AC_1_22868273:22869320","22868773,22868794,22868815,22868820",4
"228","AC_1_23045782:23046821","23046282,23046292,23046314,23046321",4
"229","AC_1_23126935:23128047","23127435,23127442,23127445,23127448,23127457,23127460,23127465,23127467,23127472,23127475,23127497,23127505,23127530,23127538,23127547",15
"230","AC_1_23135975:23137072","23136475,23136482,23136493,23136496,23136572",5
"231","AC_1_23160918:23162032","23161418,23161430,23161443,23161447,23161453,23161490,23161521,23161530,23161532",9
"232","AC_1_23169052:23170157","23169552,23169559,23169574,23169605,23169607,23169614,23169620,23169657",8
"233","AC_1_23238077:23239194","23238577,23238584,23238601,23238610,23238623,23238626,23238630,23238636,23238639,23238675,23238694",11
"234","AC_1_23371299:23372377","23371799,23371839,23371844,23371865,23371868,23371874,23371877",7
"235","AC_1_23407133:23408253","23407633,23407643,23407648,23407657,23407662,23407716,23407745,23407753",8
"236","AC_1_23622227:23623240","23622727,23622740",2
"237","AC_1_23771695:23772786","23772195,23772204,23772207,23772228,23772231,23772233,23772253,23772255,23772261,23772276,23772286",11
"238","AC_1_23776425:23777517","23776925,23776936,23776966,23776995,23777005,23777017",6
"239","AC_1_23786048:23787135","23786548,23786553,23786583,23786590,23786596,23786602,23786635",7
"240","AC_1_23837466:23838548","23837966,23837992,23838004,23838012,23838019,23838048",6
"241","AC_1_23863459:23864476","23863959,23863976",2
"242","AC_1_24056945:24058051","24057445,24057448,24057462,24057479,24057551",5
"243","AC_1_24227487:24228599","24227987,24228051,24228089,24228099",4
"244","AC_1_24402207:24403317","24402707,24402714,24402731,24402736,24402766,24402774,24402817",7
"245","AC_1_24406800:24407923","24407300,24407303,24407306,24407312,24407323,24407328,24407368,24407380,24407383,24407385,24407387,24407420,24407423",13
"246","AC_1_24944484:24945586","24944984,24945014,24945056,24945078,24945086",5
"247","AC_1_25057005:25058077","25057505,25057508,25057513,25057524,25057530,25057556,25057571,25057574,25057577",9
"248","AC_1_25172276:25173309","25172776,25172780,25172796,25172798,25172801,25172809",6
"249","AC_1_25173583:25174697","25174083,25174119,25174129,25174153,25174159,25174161,25174178,25174180,25174197",9
"250","AC_1_25174886:25176005","25175386,25175393,25175424,25175429,25175456,25175488,25175505",7
"251","AC_1_25424006:25425078","25424506,25424517,25424528,25424545,25424550,25424554,25424557,25424578",8
"252","AC_1_25941083:25942206","25941583,25941608,25941659,25941687,25941704,25941706",6
"253","AC_1_26046362:26047418","26046862,26046918",2
"254","AC_1_26135240:26136277","26135740,26135777",2
"255","AC_1_26164259:26165351","26164759,26164804,26164851",3
"256","AC_1_26173473:26174577","26173973,26173986,26174012,26174035,26174039,26174055,26174062,26174065,26174077",9
"257","AC_1_26184741:26185863","26185241,26185249,26185275,26185279,26185281,26185283,26185305,26185309,26185331,26185333,26185339,26185347,26185363",13
"258","AC_1_26222390:26223491","26222890,26222895,26222904,26222919,26222926,26222928,26222931,26222940,26222949,26222961,26222983,26222991",12
"259","AC_1_26623663:26624745","26624163,26624165,26624174,26624181,26624186,26624198,26624245",7
"260","AC_1_26630161:26631161","26630661",1
"261","AC_1_26752781:26753850","26753281,26753293,26753303,26753306,26753314,26753317,26753333,26753350",8
"262","AC_1_26769549:26770646","26770049,26770123,26770128,26770146",4
"263","AC_1_26799379:26800458","26799879,26799898,26799928,26799958",4
"264","AC_1_26829133:26830166","26829633,26829666",2
"265","AC_1_26902137:26903225","26902637,26902683,26902701,26902725",4
"266","AC_1_26967651:26968724","26968151,26968161,26968194,26968224",4
"267","AC_1_27090952:27091995","27091452,27091486,27091495",3
"268","AC_1_27154308:27155425","27154808,27154853,27154912,27154925",4
"269","AC_1_27319779:27320876","27320279,27320282,27320287,27320315,27320322,27320341,27320369,27320376",8
"270","AC_1_27351603:27352720","27352103,27352125,27352128,27352143,27352166,27352185,27352187,27352199,27352203,27352214,27352220",11
"271","AC_1_27567317:27568421","27567817,27567856,27567868,27567872,27567875,27567877,27567902,27567921",8
"272","AC_1_27591801:27592903","27592301,27592314,27592339,27592361,27592377,27592391,27592403",7
"273","AC_1_27700178:27701280","27700678,27700681,27700721,27700728,27700764,27700766,27700780",7
"274","AC_1_27818184:27819220","27818684,27818704,27818720",3
"275","AC_1_28007154:28008266","28007654,28007665,28007700,28007711,28007726,28007731,28007742,28007756,28007766",9
"276","AC_1_28064252:28065365","28064752,28064754,28064774,28064865",4
"277","AC_1_28171243:28172336","28171743,28171759,28171765,28171805,28171808,28171821,28171831,28171836",8
"278","AC_1_28215282:28216318","28215782,28215807,28215818",3
"279","AC_1_28371408:28372500","28371908,28371934,28372000",3
"280","AC_1_28379807:28380916","28380307,28380324,28380339,28380410,28380416",5
"281","AC_1_28709026:28710132","28709526,28709578,28709583,28709590,28709632",5
"282","AC_1_28795054:28796093","28795554,28795581,28795593",3
"283","AC_1_28801773:28802884","28802273,28802276,28802287,28802303,28802312,28802341,28802358,28802376,28802384",9
"284","AC_1_28803376:28804479","28803876,28803899,28803922,28803928,28803931,28803937,28803940,28803946,28803959,28803979",10
"285","AC_1_28813902:28815006","28814402,28814418,28814433,28814468,28814503,28814506",6
"286","AC_1_28835179:28836286","28835679,28835682,28835690,28835692,28835702,28835756,28835772,28835786",8
"287","AC_1_28912876:28913977","28913376,28913391,28913400,28913425,28913430,28913435,28913477",7
"288","AC_1_29520514:29521619","29521014,29521021,29521037,29521053,29521056,29521071,29521080,29521082,29521087,29521108,29521119",11
"289","AC_1_29534483:29535483","29534983",1
"290","AC_1_29984874:29985874","29985374",1
"291","AC_1_30022728:30023815","30023228,30023238,30023250,30023260,30023285,30023296,30023315",7
"292","AC_1_30371898:30373019","30372398,30372426,30372431,30372438,30372466,30372471,30372492,30372504,30372519",9
"293","AC_1_30421099:30422228","30421599,30421608,30421622,30421624,30421647,30421655,30421668,30421715,30421725,30421728",10
"294","AC_1_30465242:30466336","30465742,30465758,30465777,30465800,30465822,30465826,30465836",7
"295","AC_1_30512665:30513785","30513165,30513171,30513175,30513183,30513187,30513193,30513217,30513228,30513264,30513285",10
"296","AC_1_30780696:30781816","30781196,30781235,30781272,30781316",4
"297","AC_1_30787680:30788680","30788180",1
"298","AC_1_30839017:30840122","30839517,30839568,30839600,30839605,30839622",5
"299","AC_1_14575:15671","15075,15144,15158,15163,15171",5
"300","AC_1_68969:70088","69469,69477,69484,69503,69512,69534,69554,69588",8
"301","AC_1_87039:88152","87539,87544,87563,87577,87629,87631,87639,87652",8
"302","AC_1_216372:217495","216872,216875,216913,216943,216955,216965,216979,216995",8
"303","AC_1_396118:397162","396618,396627,396662",3
"304","AC_1_798143:799251","798643,798665,798682,798693,798712,798737,798751",7
"305","AC_1_817237:818337","817737,817751,817779,817797,817823,817837",6
"306","AC_1_902376:903427","902876,902911,902927",3
"307","AC_1_925069:926069","925569",1
"308","AC_1_932682:933768","933182,933191,933212,933224,933268",5
"309","AC_1_1292391:1293480","1292891,1292896,1292920,1292980",4
"310","AC_1_1329371:1330371","1329871",1
"311","AC_1_1573852:1574950","1574352,1574359,1574385,1574398,1574406,1574411,1574416,1574420,1574423,1574450",10
"312","AC_1_1673155:1674233","1673655,1673658,1673666,1673672,1673733",5
"313","AC_1_1936875:1937962","1937375,1937381,1937390,1937422,1937425,1937453,1937462",7
"314","AC_1_1958867:1959981","1959367,1959395,1959411,1959422,1959436,1959464,1959467,1959481",8
"315","AC_1_2008338:2009441","2008838,2008879,2008894,2008900,2008928,2008931,2008935,2008941",8
"316","AC_1_2098874:2099988","2099374,2099409,2099425,2099433,2099440,2099457,2099480,2099488",8
"317","AC_1_2148481:2149602","2148981,2149004,2149007,2149031,2149043,2149049,2149052,2149054,2149081,2149093,2149097,2149102",12
"318","AC_1_2188126:2189166","2188626,2188658,2188663,2188666",4
"319","AC_1_2420357:2421386","2420857,2420862,2420886",3
"320","AC_1_2917873:2918915","2918373,2918403,2918415",3
"321","AC_1_2964577:2965577","2965077",1
"322","AC_1_3008100:3009188","3008600,3008604,3008648,3008656,3008680,3008688",6
"323","AC_1_3013310:3014406","3013810,3013855,3013862,3013867,3013876,3013888,3013906",7
"324","AC_1_3570147:3571212","3570647,3570669,3570697,3570712",4
"325","AC_1_3737444:3738563","3737944,3737958,3737965,3737968,3737971,3737985,3737995,3737998,3738004,3738010,3738013,3738016,3738026,3738033,3738036,3738055,3738057,3738063",18
"326","AC_1_3775170:3776258","3775670,3775740,3775754,3775758",4
"327","AC_1_3917868:3918888","3918368,3918379,3918385,3918388",4
"328","AC_1_3942413:3943498","3942913,3942920,3942938,3942992,3942998",5
"329","AC_1_4055766:4056789","4056266,4056285,4056289",3
"330","AC_1_4070184:4071201","4070684,4070701",2
"331","AC_1_4177159:4178261","4177659,4177694,4177761",3
"332","AC_1_4339051:4340128","4339551,4339607,4339628",3
"333","AC_1_4420800:4421800","4421300",1
"334","AC_1_4524788:4525885","4525288,4525316,4525333,4525338,4525346,4525355,4525379,4525385",8
"335","AC_1_4807452:4808559","4807952,4807958,4807965,4807970,4807976,4808014,4808016,4808019,4808022,4808028,4808033,4808045,4808059",13
"336","AC_1_4867338:4868417","4867838,4867877,4867887,4867896,4867913,4867917",6
"337","AC_1_4881192:4882286","4881692,4881702,4881713,4881736,4881774,4881779,4881786",7
"338","AC_1_4951225:4952349","4951725,4951728,4951730,4951751,4951765,4951775,4951786,4951795,4951828,4951835,4951843,4951846,4951849",13
