"","Chr","seq_names","pos_rgenome","pos_seq","pos_align","width_align","chr_align","aligned","seq_number","SMR","species"
"24","ZF_NC_007124.7","ZF_NC_007124.7_13170:14258",13747,-138,142936271,212,"NC_000008.11",FALSE,"seq_005","SMR_016","ZF"
"25","ZF_NC_007124.7","ZF_NC_007124.7_13170:14258",13758,-127,142936282,212,"NC_000008.11",FALSE,"seq_005","SMR_016","ZF"
"26","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011526,499,142937741,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"27","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011559,532,142937774,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"28","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011581,554,142937796,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"29","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011585,558,142937800,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"30","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011595,568,142937810,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"31","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011617,590,142937832,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"32","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011622,595,142937837,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"33","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011631,604,142937846,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"34","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011634,607,142937849,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"35","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011670,643,142937885,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"36","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011674,647,142937889,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"37","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011703,676,142937918,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"38","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011706,679,142937921,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"39","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011710,683,142937925,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"40","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011729,702,142937944,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"41","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011739,712,142937954,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"42","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011761,734,142937976,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"43","ZF_NC_007124.7","ZF_NC_007124.7_52011026:52012274",52011774,747,142937989,133,"NC_000008.11",FALSE,"seq_006","SMR_016","ZF"
"44","ZF_NC_007127.7","ZF_NC_007127.7_7492567:7493642",7493067,-356,142936115,152,"NC_000008.11",FALSE,"seq_007","SMR_016","ZF"
"45","ZF_NC_007127.7","ZF_NC_007127.7_7492567:7493642",7493133,-290,142936181,152,"NC_000008.11",FALSE,"seq_007","SMR_016","ZF"
"46","ZF_NC_007127.7","ZF_NC_007127.7_7492567:7493642",7493142,-281,142936190,152,"NC_000008.11",FALSE,"seq_007","SMR_016","ZF"
"47","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445029,-367,11245436,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"48","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445032,-364,11245439,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"49","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445047,-349,11245454,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"50","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445064,-332,11245471,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"51","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445068,-328,11245475,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"52","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445079,-317,11245486,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"53","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445084,-312,11245491,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"54","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445088,-308,11245495,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"55","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445098,-298,11245505,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"56","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445111,-285,11245518,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"57","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445118,-278,11245525,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"58","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445132,-264,11245539,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"59","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445134,-262,11245541,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"60","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445147,-249,11245554,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"61","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445150,-246,11245557,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"62","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445155,-241,11245562,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"63","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445167,-229,11245574,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"64","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445185,-211,11245592,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"65","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58445187,-209,11245594,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"66","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446157,761,11246564,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"67","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446204,808,11246611,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"68","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446221,825,11246628,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"69","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446260,864,11246667,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"70","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446316,920,11246723,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"71","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446330,934,11246737,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"72","ZF_NC_007113.7","ZF_NC_007113.7_58444529:58446838",58446338,942,11246745,283,"NC_000011.10",FALSE,"seq_008","SMR_028","ZF"
"73","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544550,-500,28559392,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"74","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544559,-491,28559401,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"75","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544584,-466,28559426,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"76","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544595,-455,28559437,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"77","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544598,-452,28559440,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"78","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544644,-406,28559486,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"79","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544651,-399,28559493,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"80","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544674,-376,28559516,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"81","ZF_NC_007112.7","ZF_NC_007112.7_38544050:38545215",38544715,-335,28559557,153,"NC_000007.14",FALSE,"seq_009","SMR_014","ZF"
"82","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049878,-356,28559698,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"83","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049882,-352,28559702,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"84","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049884,-350,28559704,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"85","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049900,-334,28559720,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"86","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049908,-326,28559728,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"87","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049918,-316,28559738,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"88","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049922,-312,28559742,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"89","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049941,-293,28559761,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"90","ZF_NC_007117.7","ZF_NC_007117.7_51049378:51050457",51049957,-277,28559777,69,"NC_000007.14",FALSE,"seq_010","SMR_014","ZF"
"91","ZF_NC_007118.7","ZF_NC_007118.7_296542:297558",297042,355,28561140,108,"NC_000007.14",FALSE,"seq_011","SMR_014","ZF"
"92","ZF_NC_007118.7","ZF_NC_007118.7_296542:297558",297058,371,28561156,108,"NC_000007.14",FALSE,"seq_011","SMR_014","ZF"
"93","ZF_NC_007123.7","ZF_NC_007123.7_13945396:13946950",13945896,-585,28559212,163,"NC_000007.14",FALSE,"seq_012","SMR_014","ZF"
"94","ZF_NC_007123.7","ZF_NC_007123.7_13945396:13946950",13945920,-561,28559236,163,"NC_000007.14",FALSE,"seq_012","SMR_014","ZF"
"95","ZF_NC_007123.7","ZF_NC_007123.7_13945396:13946950",13945930,-551,28559246,163,"NC_000007.14",FALSE,"seq_012","SMR_014","ZF"
"96","ZF_NC_007123.7","ZF_NC_007123.7_13945396:13946950",13946426,-55,28559742,163,"NC_000007.14",FALSE,"seq_012","SMR_014","ZF"
"97","ZF_NC_007123.7","ZF_NC_007123.7_13945396:13946950",13946446,-35,28559762,163,"NC_000007.14",FALSE,"seq_012","SMR_014","ZF"
"98","ZF_NC_007123.7","ZF_NC_007123.7_13945396:13946950",13946450,-31,28559766,163,"NC_000007.14",FALSE,"seq_012","SMR_014","ZF"
"99","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48473000,-683,28559064,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"100","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48473009,-674,28559073,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"101","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48473029,-654,28559093,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"102","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48473955,272,28560019,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"103","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48473968,285,28560032,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"104","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48473976,293,28560040,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"105","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48474000,317,28560064,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"106","ZF_NC_007125.7","ZF_NC_007125.7_48472500:48474536",48474036,353,28560100,112,"NC_000007.14",FALSE,"seq_013","SMR_014","ZF"
"107","ZF_NC_007126.7","ZF_NC_007126.7_47233505:47234585",47234005,-322,28559762,118,"NC_000007.14",FALSE,"seq_014","SMR_014","ZF"
"108","ZF_NC_007126.7","ZF_NC_007126.7_47233505:47234585",47234027,-300,28559784,118,"NC_000007.14",FALSE,"seq_014","SMR_014","ZF"
"109","ZF_NC_007126.7","ZF_NC_007126.7_47233505:47234585",47234036,-291,28559793,118,"NC_000007.14",FALSE,"seq_014","SMR_014","ZF"
"110","ZF_NC_007126.7","ZF_NC_007126.7_47233505:47234585",47234041,-286,28559798,118,"NC_000007.14",FALSE,"seq_014","SMR_014","ZF"
"111","ZF_NC_007126.7","ZF_NC_007126.7_47233505:47234585",47234085,-242,28559842,118,"NC_000007.14",FALSE,"seq_014","SMR_014","ZF"
"112","ZF_NC_007127.7","ZF_NC_007127.7_54793485:54794507",54793985,-168,28560072,137,"NC_000007.14",FALSE,"seq_015","SMR_014","ZF"
"113","ZF_NC_007127.7","ZF_NC_007127.7_54793485:54794507",54794007,-146,28560094,137,"NC_000007.14",FALSE,"seq_015","SMR_014","ZF"
"114","ZF_NC_007131.7","ZF_NC_007131.7_54840178:54841212",54840678,-436,28559538,101,"NC_000007.14",FALSE,"seq_016","SMR_014","ZF"
"115","ZF_NC_007131.7","ZF_NC_007131.7_54840178:54841212",54840684,-430,28559544,101,"NC_000007.14",FALSE,"seq_016","SMR_014","ZF"
"116","ZF_NC_007131.7","ZF_NC_007131.7_54840178:54841212",54840699,-415,28559559,101,"NC_000007.14",FALSE,"seq_016","SMR_014","ZF"
"117","ZF_NC_007131.7","ZF_NC_007131.7_54840178:54841212",54840712,-402,28559572,101,"NC_000007.14",FALSE,"seq_016","SMR_014","ZF"
"118","ZF_NC_007132.7","ZF_NC_007132.7_274703:275703",275203,409,28561260,103,"NC_000007.14",FALSE,"seq_017","SMR_014","ZF"
"119","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725126,-259,28559786,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"120","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725137,-248,28559797,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"121","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725143,-242,28559803,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"122","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725158,-227,28559818,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"123","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725170,-215,28559830,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"124","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725192,-193,28559852,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"125","ZF_NC_007132.7","ZF_NC_007132.7_45724626:45725710",45725210,-175,28559870,169,"NC_000007.14",FALSE,"seq_018","SMR_014","ZF"
"126","ZF_NW_018395137.1","ZF_NW_018395137.1_245926:246926",246426,-96,28560142,145,"NC_000007.14",FALSE,"seq_019","SMR_014","ZF"
"127","ZF_NC_007116.7","ZF_NC_007116.7_17257926:17258938",17258426,66,28433,51,"NT_187573.1",FALSE,"seq_020","SMR_050","ZF"
"128","ZF_NC_007116.7","ZF_NC_007116.7_17257926:17258938",17258438,78,28445,51,"NT_187573.1",FALSE,"seq_020","SMR_050","ZF"
"129","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190126,500,29298,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"130","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190128,502,29300,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"131","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190132,506,29304,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"132","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190143,517,29315,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"133","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190164,538,29336,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"134","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190180,554,29352,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"135","ZF_NC_007136.7","ZF_NC_007136.7_5189626:5190687",5190187,561,29359,54,"NT_187573.1",FALSE,"seq_021","SMR_050","ZF"
"136","ZF_NC_007113.7","ZF_NC_007113.7_58722375:58723399",58722875,282,166955365,125,"NC_000006.12",FALSE,"seq_022","SMR_010","ZF"
"137","ZF_NC_007113.7","ZF_NC_007113.7_58722375:58723399",58722899,306,166955389,125,"NC_000006.12",FALSE,"seq_022","SMR_010","ZF"
"138","ZF_NC_007117.7","ZF_NC_007117.7_59607936:59608995",59608436,-107,166954490,127,"NC_000006.12",FALSE,"seq_023","SMR_010","ZF"
"139","ZF_NC_007117.7","ZF_NC_007117.7_59607936:59608995",59608495,-48,166954549,127,"NC_000006.12",FALSE,"seq_023","SMR_010","ZF"
"140","ZF_NC_007120.7","ZF_NC_007120.7_56389059:56390103",56389559,-137,166954535,86,"NC_000006.12",FALSE,"seq_024","SMR_010","ZF"
"141","ZF_NC_007120.7","ZF_NC_007120.7_56389059:56390103",56389569,-127,166954545,86,"NC_000006.12",FALSE,"seq_024","SMR_010","ZF"
"142","ZF_NC_007120.7","ZF_NC_007120.7_56389059:56390103",56389585,-111,166954561,86,"NC_000006.12",FALSE,"seq_024","SMR_010","ZF"
"143","ZF_NC_007120.7","ZF_NC_007120.7_56389059:56390103",56389596,-100,166954572,86,"NC_000006.12",FALSE,"seq_024","SMR_010","ZF"
"144","ZF_NC_007120.7","ZF_NC_007120.7_56389059:56390103",56389603,-93,166954579,86,"NC_000006.12",FALSE,"seq_024","SMR_010","ZF"
"145","ZF_NC_007120.7","ZF_NC_007120.7_50687941:50689024",50688441,431,166955555,143,"NC_000006.12",FALSE,"seq_025","SMR_010","ZF"
"146","ZF_NC_007120.7","ZF_NC_007120.7_50687941:50689024",50688446,436,166955560,143,"NC_000006.12",FALSE,"seq_025","SMR_010","ZF"
"147","ZF_NC_007120.7","ZF_NC_007120.7_50687941:50689024",50688508,498,166955622,143,"NC_000006.12",FALSE,"seq_025","SMR_010","ZF"
"148","ZF_NC_007120.7","ZF_NC_007120.7_50687941:50689024",50688524,514,166955638,143,"NC_000006.12",FALSE,"seq_025","SMR_010","ZF"
"149","ZF_NC_007121.7","ZF_NC_007121.7_410007:411064",410507,500,166955723,186,"NC_000006.12",FALSE,"seq_026","SMR_010","ZF"
"150","ZF_NC_007121.7","ZF_NC_007121.7_410007:411064",410564,557,166955780,186,"NC_000006.12",FALSE,"seq_026","SMR_010","ZF"
"151","ZF_NC_007126.7","ZF_NC_007126.7_47701260:47702260",47701760,497,166955842,79,"NC_000006.12",FALSE,"seq_027","SMR_010","ZF"
"152","ZF_NC_007129.7","ZF_NC_007129.7_50083196:50084196",50083696,246,166955293,116,"NC_000006.12",FALSE,"seq_028","SMR_010","ZF"
"153","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171099,-259,166954197,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"154","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171102,-256,166954200,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"155","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171105,-253,166954203,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"156","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171110,-248,166954208,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"157","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171123,-235,166954221,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"158","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171135,-223,166954233,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"159","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171141,-217,166954239,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"160","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171159,-199,166954257,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"161","ZF_NC_007136.7","ZF_NC_007136.7_170599:171677",171177,-181,166954275,188,"NC_000006.12",FALSE,"seq_029","SMR_010","ZF"
"162","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470450,-130,166954416,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"163","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470502,-78,166954468,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"164","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470514,-66,166954480,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"165","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470516,-64,166954482,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"166","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470519,-61,166954485,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"167","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470531,-49,166954497,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"168","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37470539,-41,166954505,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"169","ZF_NC_007136.7","ZF_NC_007136.7_37469950:37471671",37471171,591,166955137,125,"NC_000006.12",FALSE,"seq_030","SMR_010","ZF"
"170","ZF_NW_018395201.1","ZF_NW_018395201.1_93134:94134",93634,213,166955101,160,"NC_000006.12",FALSE,"seq_031","SMR_010","ZF"
"171","ZF_NW_018395311.1","ZF_NW_018395311.1_249398:250470",249898,261,166955200,169,"NC_000006.12",FALSE,"seq_032","SMR_010","ZF"
"172","ZF_NW_018395311.1","ZF_NW_018395311.1_249398:250470",249944,307,166955246,169,"NC_000006.12",FALSE,"seq_032","SMR_010","ZF"
"173","ZF_NW_018395311.1","ZF_NW_018395311.1_249398:250470",249949,312,166955251,169,"NC_000006.12",FALSE,"seq_032","SMR_010","ZF"
"174","ZF_NW_018395311.1","ZF_NW_018395311.1_249398:250470",249955,318,166955257,169,"NC_000006.12",FALSE,"seq_032","SMR_010","ZF"
"175","ZF_NW_018395311.1","ZF_NW_018395311.1_249398:250470",249970,333,166955272,169,"NC_000006.12",FALSE,"seq_032","SMR_010","ZF"
"176","ZF_NC_007112.7","ZF_NC_007112.7_24006408:24007408",24006908,372,132180831,195,"NC_000010.11",FALSE,"seq_033","SMR_027","ZF"
"177","ZF_NC_007112.7","ZF_NC_007112.7_59356990:59358182",59357490,-446,132179249,189,"NC_000010.11",FALSE,"seq_034","SMR_027","ZF"
