"","Chr","seq_names","pos_rgenome","pos_seq","pos_align","width_align","chr_align","aligned","seq_number","SMR","species"
"37","EH_Chr3","EH_Chr3_30317167:30318361",30317796,-274,130359109,60,"NC_000010.11",FALSE,"seq_003","SMR_026","EH"
"38","EH_Chr3","EH_Chr3_30317167:30318361",30317803,-267,130359116,60,"NC_000010.11",FALSE,"seq_003","SMR_026","EH"
"39","EH_Chr3","EH_Chr3_30317167:30318361",30317835,-235,130359148,60,"NC_000010.11",FALSE,"seq_003","SMR_026","EH"
"40","EH_Chr3","EH_Chr3_30317167:30318361",30317861,-209,130359174,60,"NC_000010.11",FALSE,"seq_003","SMR_026","EH"
"41","EH_Chr3","EH_Chr3_42167882:42170034",42168382,-288,130359428,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"42","EH_Chr3","EH_Chr3_42167882:42170034",42168386,-284,130359432,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"43","EH_Chr3","EH_Chr3_42167882:42170034",42168393,-277,130359439,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"44","EH_Chr3","EH_Chr3_42167882:42170034",42168397,-273,130359443,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"45","EH_Chr3","EH_Chr3_42167882:42170034",42168404,-266,130359450,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"46","EH_Chr3","EH_Chr3_42167882:42170034",42168408,-262,130359454,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"47","EH_Chr3","EH_Chr3_42167882:42170034",42168411,-259,130359457,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"48","EH_Chr3","EH_Chr3_42167882:42170034",42168418,-252,130359464,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"49","EH_Chr3","EH_Chr3_42167882:42170034",42168421,-249,130359467,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"50","EH_Chr3","EH_Chr3_42167882:42170034",42168426,-244,130359472,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"51","EH_Chr3","EH_Chr3_42167882:42170034",42168429,-241,130359475,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"52","EH_Chr3","EH_Chr3_42167882:42170034",42168444,-226,130359490,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"53","EH_Chr3","EH_Chr3_42167882:42170034",42168451,-219,130359497,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"54","EH_Chr3","EH_Chr3_42167882:42170034",42168480,-190,130359526,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"55","EH_Chr3","EH_Chr3_42167882:42170034",42168482,-188,130359528,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"56","EH_Chr3","EH_Chr3_42167882:42170034",42168502,-168,130359548,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"57","EH_Chr3","EH_Chr3_42167882:42170034",42168505,-165,130359551,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"58","EH_Chr3","EH_Chr3_42167882:42170034",42168509,-161,130359555,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"59","EH_Chr3","EH_Chr3_42167882:42170034",42168518,-152,130359564,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"60","EH_Chr3","EH_Chr3_42167882:42170034",42168527,-143,130359573,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"61","EH_Chr3","EH_Chr3_42167882:42170034",42169270,600,130360316,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"62","EH_Chr3","EH_Chr3_42167882:42170034",42169273,603,130360319,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"63","EH_Chr3","EH_Chr3_42167882:42170034",42169320,650,130360366,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"64","EH_Chr3","EH_Chr3_42167882:42170034",42169348,678,130360394,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"65","EH_Chr3","EH_Chr3_42167882:42170034",42169354,684,130360400,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"66","EH_Chr3","EH_Chr3_42167882:42170034",42169360,690,130360406,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"67","EH_Chr3","EH_Chr3_42167882:42170034",42169378,708,130360424,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"68","EH_Chr3","EH_Chr3_42167882:42170034",42169381,711,130360427,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"69","EH_Chr3","EH_Chr3_42167882:42170034",42169390,720,130360436,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"70","EH_Chr3","EH_Chr3_42167882:42170034",42169399,729,130360445,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"71","EH_Chr3","EH_Chr3_42167882:42170034",42169408,738,130360454,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"72","EH_Chr3","EH_Chr3_42167882:42170034",42169414,744,130360460,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"73","EH_Chr3","EH_Chr3_42167882:42170034",42169426,756,130360472,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"74","EH_Chr3","EH_Chr3_42167882:42170034",42169432,762,130360478,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"75","EH_Chr3","EH_Chr3_42167882:42170034",42169440,770,130360486,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"76","EH_Chr3","EH_Chr3_42167882:42170034",42169444,774,130360490,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"77","EH_Chr3","EH_Chr3_42167882:42170034",42169453,783,130360499,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"78","EH_Chr3","EH_Chr3_42167882:42170034",42169458,788,130360504,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"79","EH_Chr3","EH_Chr3_42167882:42170034",42169465,795,130360511,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"80","EH_Chr3","EH_Chr3_42167882:42170034",42169470,800,130360516,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"81","EH_Chr3","EH_Chr3_42167882:42170034",42169477,807,130360523,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"82","EH_Chr3","EH_Chr3_42167882:42170034",42169479,809,130360525,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"83","EH_Chr3","EH_Chr3_42167882:42170034",42169485,815,130360531,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"84","EH_Chr3","EH_Chr3_42167882:42170034",42169495,825,130360541,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"85","EH_Chr3","EH_Chr3_42167882:42170034",42169499,829,130360545,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"86","EH_Chr3","EH_Chr3_42167882:42170034",42169503,833,130360549,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"87","EH_Chr3","EH_Chr3_42167882:42170034",42169512,842,130360558,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"88","EH_Chr3","EH_Chr3_42167882:42170034",42169514,844,130360560,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"89","EH_Chr3","EH_Chr3_42167882:42170034",42169534,864,130360580,212,"NC_000010.11",FALSE,"seq_004","SMR_026","EH"
"90","EH_Chr5","EH_Chr5_17924361:17925439",17924861,130,130360046,216,"NC_000010.11",TRUE,"seq_005","SMR_026","EH"
"91","EH_Chr5","EH_Chr5_17924361:17925439",17924939,208,130360124,216,"NC_000010.11",TRUE,"seq_005","SMR_026","EH"
"92","EH_Chr6","EH_Chr6_3000543:3001603",3001043,498,130360715,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"93","EH_Chr6","EH_Chr6_3000543:3001603",3001052,507,130360724,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"94","EH_Chr6","EH_Chr6_3000543:3001603",3001068,523,130360740,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"95","EH_Chr6","EH_Chr6_3000543:3001603",3001071,526,130360743,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"96","EH_Chr6","EH_Chr6_3000543:3001603",3001075,530,130360747,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"97","EH_Chr6","EH_Chr6_3000543:3001603",3001079,534,130360751,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"98","EH_Chr6","EH_Chr6_3000543:3001603",3001103,558,130360775,199,"NC_000010.11",FALSE,"seq_006","SMR_026","EH"
"99","EH_Chr6","EH_Chr6_9351567:9352744",9352067,171,130360148,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"100","EH_Chr6","EH_Chr6_9351567:9352744",9352069,173,130360150,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"101","EH_Chr6","EH_Chr6_9351567:9352744",9352086,190,130360167,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"102","EH_Chr6","EH_Chr6_9351567:9352744",9352102,206,130360183,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"103","EH_Chr6","EH_Chr6_9351567:9352744",9352110,214,130360191,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"104","EH_Chr6","EH_Chr6_9351567:9352744",9352160,264,130360241,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"105","EH_Chr6","EH_Chr6_9351567:9352744",9352162,266,130360243,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"106","EH_Chr6","EH_Chr6_9351567:9352744",9352180,284,130360261,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"107","EH_Chr6","EH_Chr6_9351567:9352744",9352183,287,130360264,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"108","EH_Chr6","EH_Chr6_9351567:9352744",9352187,291,130360268,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"109","EH_Chr6","EH_Chr6_9351567:9352744",9352192,296,130360273,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"110","EH_Chr6","EH_Chr6_9351567:9352744",9352202,306,130360283,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"111","EH_Chr6","EH_Chr6_9351567:9352744",9352204,308,130360285,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"112","EH_Chr6","EH_Chr6_9351567:9352744",9352215,319,130360296,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"113","EH_Chr6","EH_Chr6_9351567:9352744",9352222,326,130360303,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"114","EH_Chr6","EH_Chr6_9351567:9352744",9352231,335,130360312,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"115","EH_Chr6","EH_Chr6_9351567:9352744",9352240,344,130360321,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"116","EH_Chr6","EH_Chr6_9351567:9352744",9352244,348,130360325,151,"NC_000010.11",FALSE,"seq_007","SMR_026","EH"
"117","EH_Chr8","EH_Chr8_3812471:3813680",3812971,380,130360619,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"118","EH_Chr8","EH_Chr8_3812471:3813680",3813064,473,130360712,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"119","EH_Chr8","EH_Chr8_3812471:3813680",3813068,477,130360716,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"120","EH_Chr8","EH_Chr8_3812471:3813680",3813071,480,130360719,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"121","EH_Chr8","EH_Chr8_3812471:3813680",3813073,482,130360721,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"122","EH_Chr8","EH_Chr8_3812471:3813680",3813076,485,130360724,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"123","EH_Chr8","EH_Chr8_3812471:3813680",3813080,489,130360728,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"124","EH_Chr8","EH_Chr8_3812471:3813680",3813086,495,130360734,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"125","EH_Chr8","EH_Chr8_3812471:3813680",3813130,539,130360778,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"126","EH_Chr8","EH_Chr8_3812471:3813680",3813140,549,130360788,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"127","EH_Chr8","EH_Chr8_3812471:3813680",3813158,567,130360806,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"128","EH_Chr8","EH_Chr8_3812471:3813680",3813180,589,130360828,109,"NC_000010.11",FALSE,"seq_008","SMR_026","EH"
"129","EH_Chr8","EH_Chr8_5169213:5170331",5169713,-576,38811808,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"130","EH_Chr8","EH_Chr8_5169213:5170331",5169721,-568,38811816,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"131","EH_Chr8","EH_Chr8_5169213:5170331",5169750,-539,38811845,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"132","EH_Chr8","EH_Chr8_5169213:5170331",5169761,-528,38811856,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"133","EH_Chr8","EH_Chr8_5169213:5170331",5169766,-523,38811861,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"134","EH_Chr8","EH_Chr8_5169213:5170331",5169774,-515,38811869,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"135","EH_Chr8","EH_Chr8_5169213:5170331",5169794,-495,38811889,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"136","EH_Chr8","EH_Chr8_5169213:5170331",5169807,-482,38811902,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"137","EH_Chr8","EH_Chr8_5169213:5170331",5169816,-473,38811911,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"138","EH_Chr8","EH_Chr8_5169213:5170331",5169825,-464,38811920,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"139","EH_Chr8","EH_Chr8_5169213:5170331",5169831,-458,38811926,43,"NC_000013.11",FALSE,"seq_009","SMR_030","EH"
"140","EH_Chr10","EH_Chr10_22371144:22372363",22371644,12,142936617,212,"NC_000008.11",TRUE,"seq_010","SMR_016","EH"
"141","EH_Chr10","EH_Chr10_22371144:22372363",22371799,167,142936772,212,"NC_000008.11",TRUE,"seq_010","SMR_016","EH"
"142","EH_Chr10","EH_Chr10_22371144:22372363",22371863,231,142936836,212,"NC_000008.11",FALSE,"seq_010","SMR_016","EH"
"143","EH_Chr2","EH_Chr2_43540977:43542142",43541477,332,142937263,257,"NC_000008.11",FALSE,"seq_011","SMR_016","EH"
"144","EH_Chr2","EH_Chr2_43540977:43542142",43541499,354,142937285,257,"NC_000008.11",FALSE,"seq_011","SMR_016","EH"
"145","EH_Chr2","EH_Chr2_43540977:43542142",43541579,434,142937365,257,"NC_000008.11",FALSE,"seq_011","SMR_016","EH"
"146","EH_Chr2","EH_Chr2_43540977:43542142",43541636,491,142937422,257,"NC_000008.11",FALSE,"seq_011","SMR_016","EH"
"147","EH_Chr2","EH_Chr2_43540977:43542142",43541642,497,142937428,257,"NC_000008.11",FALSE,"seq_011","SMR_016","EH"
"148","EH_Chr2","EH_Chr2_46171339:46172484",46171839,191,142937050,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"149","EH_Chr2","EH_Chr2_46171339:46172484",46171850,202,142937061,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"150","EH_Chr2","EH_Chr2_46171339:46172484",46171866,218,142937077,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"151","EH_Chr2","EH_Chr2_46171339:46172484",46171871,223,142937082,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"152","EH_Chr2","EH_Chr2_46171339:46172484",46171883,235,142937094,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"153","EH_Chr2","EH_Chr2_46171339:46172484",46171886,238,142937097,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"154","EH_Chr2","EH_Chr2_46171339:46172484",46171931,283,142937142,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"155","EH_Chr2","EH_Chr2_46171339:46172484",46171938,290,142937149,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"156","EH_Chr2","EH_Chr2_46171339:46172484",46171942,294,142937153,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"157","EH_Chr2","EH_Chr2_46171339:46172484",46171947,299,142937158,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"158","EH_Chr2","EH_Chr2_46171339:46172484",46171962,314,142937173,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"159","EH_Chr2","EH_Chr2_46171339:46172484",46171965,317,142937176,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"160","EH_Chr2","EH_Chr2_46171339:46172484",46171984,336,142937195,129,"NC_000008.11",FALSE,"seq_012","SMR_016","EH"
"161","EH_Chr2","EH_Chr2_48116639:48117720",48117139,-206,142936211,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"162","EH_Chr2","EH_Chr2_48116639:48117720",48117148,-197,142936220,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"163","EH_Chr2","EH_Chr2_48116639:48117720",48117160,-185,142936232,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"164","EH_Chr2","EH_Chr2_48116639:48117720",48117173,-172,142936245,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"165","EH_Chr2","EH_Chr2_48116639:48117720",48117186,-159,142936258,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"166","EH_Chr2","EH_Chr2_48116639:48117720",48117194,-151,142936266,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"167","EH_Chr2","EH_Chr2_48116639:48117720",48117201,-144,142936273,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"168","EH_Chr2","EH_Chr2_48116639:48117720",48117205,-140,142936277,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"169","EH_Chr2","EH_Chr2_48116639:48117720",48117210,-135,142936282,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"170","EH_Chr2","EH_Chr2_48116639:48117720",48117220,-125,142936292,393,"NC_000008.11",FALSE,"seq_013","SMR_016","EH"
"171","EH_Chr10","EH_Chr10_30813295:30814441",30813795,496,11247124,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"172","EH_Chr10","EH_Chr10_30813295:30814441",30813822,523,11247151,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"173","EH_Chr10","EH_Chr10_30813295:30814441",30813849,550,11247178,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"174","EH_Chr10","EH_Chr10_30813295:30814441",30813876,577,11247205,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"175","EH_Chr10","EH_Chr10_30813295:30814441",30813899,600,11247228,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"176","EH_Chr10","EH_Chr10_30813295:30814441",30813918,619,11247247,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"177","EH_Chr10","EH_Chr10_30813295:30814441",30813941,642,11247270,419,"NC_000011.10",FALSE,"seq_014","SMR_028","EH"
"178","EH_Chr11","EH_Chr11_30703459:30704650",30703959,498,11247042,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"179","EH_Chr11","EH_Chr11_30703459:30704650",30703971,510,11247054,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"180","EH_Chr11","EH_Chr11_30703459:30704650",30703983,522,11247066,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"181","EH_Chr11","EH_Chr11_30703459:30704650",30703991,530,11247074,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"182","EH_Chr11","EH_Chr11_30703459:30704650",30703997,536,11247080,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"183","EH_Chr11","EH_Chr11_30703459:30704650",30704002,541,11247085,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"184","EH_Chr11","EH_Chr11_30703459:30704650",30704016,555,11247099,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"185","EH_Chr11","EH_Chr11_30703459:30704650",30704028,567,11247111,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"186","EH_Chr11","EH_Chr11_30703459:30704650",30704041,580,11247124,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"187","EH_Chr11","EH_Chr11_30703459:30704650",30704053,592,11247136,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"188","EH_Chr11","EH_Chr11_30703459:30704650",30704068,607,11247151,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"189","EH_Chr11","EH_Chr11_30703459:30704650",30704074,613,11247157,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"190","EH_Chr11","EH_Chr11_30703459:30704650",30704076,615,11247159,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"191","EH_Chr11","EH_Chr11_30703459:30704650",30704085,624,11247168,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"192","EH_Chr11","EH_Chr11_30703459:30704650",30704088,627,11247171,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"193","EH_Chr11","EH_Chr11_30703459:30704650",30704096,635,11247179,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"194","EH_Chr11","EH_Chr11_30703459:30704650",30704108,647,11247191,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"195","EH_Chr11","EH_Chr11_30703459:30704650",30704110,649,11247193,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"196","EH_Chr11","EH_Chr11_30703459:30704650",30704122,661,11247205,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"197","EH_Chr11","EH_Chr11_30703459:30704650",30704138,677,11247221,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"198","EH_Chr11","EH_Chr11_30703459:30704650",30704147,686,11247230,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"199","EH_Chr11","EH_Chr11_30703459:30704650",30704150,689,11247233,425,"NC_000011.10",FALSE,"seq_015","SMR_028","EH"
"200","EH_Chr12","EH_Chr12_15858498:15859602",15858998,-532,11245037,62,"NC_000011.10",FALSE,"seq_016","SMR_028","EH"
